Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
35099	Simcoe--Grey	Simcoe--Grey	New Democratic Party	Nouveau Parti démocratique	Matthews	David		20-Aug-15	5:00:00
35099	Simcoe--Grey	Simcoe--Grey	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Noordegraaf	Len		26-Aug-15	11:00:00
35100	Simcoe North	Simcoe-Nord	New Democratic Party	Nouveau Parti démocratique	Banigan	Richard		09-Sep-15	12:45:00
35100	Simcoe North	Simcoe-Nord	No Affiliation	Aucune appartenance	Kearey-Moreland	Jacob		11-Sep-15	2:25:00
35100	Simcoe North	Simcoe-Nord	Liberal Party of Canada	Parti libéral du Canada	Riley	Liz		25-Aug-15	1:50:00
35100	Simcoe North	Simcoe-Nord	Conservative Party of Canada	Parti conservateur du Canada	Stanton	Bruce		21-Aug-15	3:30:00
35100	Simcoe North	Simcoe-Nord	Green Party of Canada	Le Parti Vert du Canada	Stubbins	Peter		09-Sep-15	5:10:00
35100	Simcoe North	Simcoe-Nord	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Whittaker	Scott		04-Sep-15	11:20:00
35101	Spadina--Fort York	Spadina--Fort York	New Democratic Party	Nouveau Parti démocratique	Chow	Olivia		27-Aug-15	10:57:00
35101	Spadina--Fort York	Spadina--Fort York	Green Party of Canada	Le Parti Vert du Canada	Danley	Sharon		14-Sep-15	4:00:00
35101	Spadina--Fort York	Spadina--Fort York	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Lin	Nick		26-Aug-15	3:42:00
35101	Spadina--Fort York	Spadina--Fort York	"Party for Accountability, Competency and Transparency"	"Parti pour la Responsabilisation, la Compétence et la Transparence"	Nicula	Michael		24-Sep-15	9:24:00
35101	Spadina--Fort York	Spadina--Fort York	Liberal Party of Canada	Parti libéral du Canada	Vaughan	Adam		25-Aug-15	8:50:00
35101	Spadina--Fort York	Spadina--Fort York	Conservative Party of Canada	Parti conservateur du Canada	Zuniga	Sabrina		04-Sep-15	4:24:00
35102	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	New Democratic Party	Nouveau Parti démocratique	Burger	Patrick		13-Aug-15	10:00:00
35102	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Liberal Party of Canada	Parti libéral du Canada	Clement	Bernadette		20-Aug-15	4:00:00
35102	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Green Party of Canada	Le Parti Vert du Canada	Kennedy	Elaine		08-Sep-15	3:00:00
35102	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Conservative Party of Canada	Parti conservateur du Canada	Lauzon	Guy		14-Aug-15	1:20:00
35103	Sudbury	Sudbury	Independent	Indépendant	Audet	Jean-Raymond		30-Aug-15	11:10:00
35103	Sudbury	Sudbury	Liberal Party of Canada	Parti libéral du Canada	Lefebvre	Paul		28-Aug-15	12:05:00
35103	Sudbury	Sudbury	New Democratic Party	Nouveau Parti démocratique	Loewenberg	Paul		20-Aug-15	12:05:00
35103	Sudbury	Sudbury	Independent	Indépendant	Popescu	J. David		23-Sep-15	3:10:00
35103	Sudbury	Sudbury	Green Party of Canada	Le Parti Vert du Canada	Robinson	David		28-Aug-15	3:50:00
35103	Sudbury	Sudbury	Communist Party of Canada	Parti communiste du Canada	Rowley	Elizabeth		09-Sep-15	9:35:00
35103	Sudbury	Sudbury	Conservative Party of Canada	Parti conservateur du Canada	Slade	Fred		07-Aug-15	3:45:00
35104	Thornhill	Thornhill	Libertarian Party of Canada	Parti Libertarien du Canada	Balfour	Gene		06-Sep-15	10:15:00
35104	Thornhill	Thornhill	New Democratic Party	Nouveau Parti démocratique	Cherry	Lorne		16-Aug-15	10:29:00
35104	Thornhill	Thornhill	Liberal Party of Canada	Parti libéral du Canada	Coldham	Nancy		21-Sep-15	4:20:00
35104	Thornhill	Thornhill	Seniors Party of Canada	Parti des aînés du Canada	Fairbairn	Margaret Leigh		24-Sep-15	11:00:00
35104	Thornhill	Thornhill	Conservative Party of Canada	Parti conservateur du Canada	Kent	Peter		16-Aug-15	10:27:00
35104	Thornhill	Thornhill	Green Party of Canada	Le Parti Vert du Canada	Rachlis	Josh		28-Sep-15	12:00:00
35105	Thunder Bay--Rainy River	Thunder Bay--Rainy River	Conservative Party of Canada	Parti conservateur du Canada	Comuzzi	Moe		18-Aug-15	4:10:00
35105	Thunder Bay--Rainy River	Thunder Bay--Rainy River	Green Party of Canada	Le Parti Vert du Canada	Radbourne	Christy		15-Sep-15	6:30:00
35105	Thunder Bay--Rainy River	Thunder Bay--Rainy River	New Democratic Party	Nouveau Parti démocratique	Rafferty	John		09-Sep-15	3:05:00
35105	Thunder Bay--Rainy River	Thunder Bay--Rainy River	Liberal Party of Canada	Parti libéral du Canada	Rusnak	Don		11-Sep-15	3:21:00
35106	Thunder Bay--Superior North	Thunder Bay--Supérieur-Nord	New Democratic Party	Nouveau Parti démocratique	Foulds	Andrew		20-Aug-15	10:20:00
35106	Thunder Bay--Superior North	Thunder Bay--Supérieur-Nord	Liberal Party of Canada	Parti libéral du Canada	Hajdu	Patty		26-Aug-15	4:00:00
35106	Thunder Bay--Superior North	Thunder Bay--Supérieur-Nord	Conservative Party of Canada	Parti conservateur du Canada	Harvey	Richard		21-Aug-15	11:35:00
35106	Thunder Bay--Superior North	Thunder Bay--Supérieur-Nord	Green Party of Canada	Le Parti Vert du Canada	Hyer	Bruce		15-Aug-15	12:20:00
35106	Thunder Bay--Superior North	Thunder Bay--Supérieur-Nord	Independent	Indépendant	Skaf	Robert		23-Aug-15	8:50:00
35107	Timmins--James Bay	Timmins--Baie James	New Democratic Party	Nouveau Parti démocratique	Angus	Charlie		25-Aug-15	2:15:00
35107	Timmins--James Bay	Timmins--Baie James	Conservative Party of Canada	Parti conservateur du Canada	Curley	John P.		19-Aug-15	4:50:00
35107	Timmins--James Bay	Timmins--Baie James	Green Party of Canada	Le Parti Vert du Canada	Kennedy	Max		22-Sep-15	5:55:00
35107	Timmins--James Bay	Timmins--Baie James	Liberal Party of Canada	Parti libéral du Canada	Lever	Todd		28-Aug-15	11:22:00
35108	Toronto Centre	Toronto-Centre	Communist Party of Canada	Parti communiste du Canada	Ahmad	Mariam		28-Sep-15	11:45:00
35108	Toronto Centre	Toronto-Centre	Green Party of Canada	Le Parti Vert du Canada	Biggin	Colin		24-Aug-15	3:00:00
35108	Toronto Centre	Toronto-Centre	Conservative Party of Canada	Parti conservateur du Canada	Di Battista	Julian		18-Aug-15	5:55:00
35108	Toronto Centre	Toronto-Centre	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Fernandez	Philip		25-Aug-15	3:35:00
35108	Toronto Centre	Toronto-Centre	New Democratic Party	Nouveau Parti démocratique	McQuaig	Linda		21-Aug-15	10:30:00
35108	Toronto Centre	Toronto-Centre	Liberal Party of Canada	Parti libéral du Canada	Morneau	Bill		19-Aug-15	5:40:00
35108	Toronto Centre	Toronto-Centre	Independent	Indépendant	Stone	Jordan		26-Aug-15	1:30:00
35109	Toronto--Danforth	Toronto--Danforth	Animal Alliance Environment Voters Party of Canada	Animal Alliance Environment Voters Party of Canada	Abbott	Elizabeth		24-Aug-15	4:15:00
35109	Toronto--Danforth	Toronto--Danforth	Liberal Party of Canada	Parti libéral du Canada	Dabrusin	Julie		20-Aug-15	12:01:00
35109	Toronto--Danforth	Toronto--Danforth	Conservative Party of Canada	Parti conservateur du Canada	Dichter	Benjamin		24-Sep-15	1:30:00
35109	Toronto--Danforth	Toronto--Danforth	Progressive Canadian Party	Parti Progressiste Canadien	Richardson	John		26-Sep-15	2:00:00
35109	Toronto--Danforth	Toronto--Danforth	New Democratic Party	Nouveau Parti démocratique	Scott	Craig		19-Aug-15	4:50:00
35109	Toronto--Danforth	Toronto--Danforth	Green Party of Canada	Le Parti Vert du Canada	Tolley	Chris		18-Aug-15	11:45:00
35110	University--Rosedale	University--Rosedale	The Bridge Party of Canada	Parti pour nouer des liens entre Canadiens	Berlin	David		25-Sep-15	10:21:00
35110	University--Rosedale	University--Rosedale	Liberal Party of Canada	Parti libéral du Canada	Freeland	Chrystia		04-Sep-15	1:55:00
35110	University--Rosedale	University--Rosedale	Communist Party of Canada	Parti communiste du Canada	Garvie	Drew		10-Sep-15	3:41:00
35110	University--Rosedale	University--Rosedale	New Democratic Party	Nouveau Parti démocratique	Hollett	Jennifer		13-Aug-15	1:24:00
35110	University--Rosedale	University--Rosedale	Conservative Party of Canada	Parti conservateur du Canada	Jivraj	Karim		28-Aug-15	5:10:00
35110	University--Rosedale	University--Rosedale	Animal Alliance Environment Voters Party of Canada	Animal Alliance Environment Voters Party of Canada	Luisi	Simon		14-Aug-15	4:45:00
35110	University--Rosedale	University--Rosedale	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Rutchinski	Steve		27-Aug-15	3:00:00
35110	University--Rosedale	University--Rosedale	Libertarian Party of Canada	Parti Libertarien du Canada	Waslowski	Jesse		14-Sep-15	9:05:00
35110	University--Rosedale	University--Rosedale	Green Party of Canada	Le Parti Vert du Canada	Wright	Nick		23-Aug-15	1:38:00
35111	Vaughan--Woodbridge	Vaughan--Woodbridge	Green Party of Canada	Le Parti Vert du Canada	Boulanger	Elise		28-Sep-15	1:37:00
35111	Vaughan--Woodbridge	Vaughan--Woodbridge	Conservative Party of Canada	Parti conservateur du Canada	Fantino	Julian		28-Aug-15	2:48:00
35111	Vaughan--Woodbridge	Vaughan--Woodbridge	Libertarian Party of Canada	Parti Libertarien du Canada	Gualtieri	Anthony		27-Sep-15	4:20:00
35111	Vaughan--Woodbridge	Vaughan--Woodbridge	Liberal Party of Canada	Parti libéral du Canada	Sorbara	Francesco		09-Sep-15	4:00:00
35111	Vaughan--Woodbridge	Vaughan--Woodbridge	New Democratic Party	Nouveau Parti démocratique	Zichy	Adriana Marie		01-Sep-15	2:00:00
35112	Waterloo	Waterloo	Conservative Party of Canada	Parti conservateur du Canada	Braid	Peter		15-Aug-15	11:27:00
35112	Waterloo	Waterloo	Liberal Party of Canada	Parti libéral du Canada	Chagger	Bardish		14-Aug-15	1:46:00
35112	Waterloo	Waterloo	New Democratic Party	Nouveau Parti démocratique	Freeman	Diane		20-Aug-15	5:05:00
35112	Waterloo	Waterloo	Animal Alliance Environment Voters Party of Canada	Animal Alliance Environment Voters Party of Canada	Hawley-Yan	Emma		26-Sep-15	11:30:00
35112	Waterloo	Waterloo	Green Party of Canada	Le Parti Vert du Canada	Walsh	Richard		16-Sep-15	5:45:00
35113	Wellington--Halton Hills	Wellington--Halton Hills	Canadian Action Party	Parti action canadienne	Anstey	Harvey Edward		20-Sep-15	2:35:00
35113	Wellington--Halton Hills	Wellington--Halton Hills	Green Party of Canada	Le Parti Vert du Canada	Bouteiller	Brent Allan		14-Aug-15	4:45:00
35113	Wellington--Halton Hills	Wellington--Halton Hills	Conservative Party of Canada	Parti conservateur du Canada	Chong	Michael		24-Aug-15	2:30:00
35113	Wellington--Halton Hills	Wellington--Halton Hills	New Democratic Party	Nouveau Parti démocratique	Gajerski-Cauley	Anne		18-Aug-15	1:00:00
35113	Wellington--Halton Hills	Wellington--Halton Hills	Liberal Party of Canada	Parti libéral du Canada	Trant	Don		20-Aug-15	2:35:00
35114	Whitby	Whitby	Liberal Party of Canada	Parti libéral du Canada	Caesar-Chavannes	Celina		27-Aug-15	2:53:00
35114	Whitby	Whitby	Green Party of Canada	Le Parti Vert du Canada	Cameron	Craig		19-Aug-15	9:55:00
35114	Whitby	Whitby	New Democratic Party	Nouveau Parti démocratique	Kelly	Ryan		01-Sep-15	2:04:00
35114	Whitby	Whitby	Independent	Indépendant	O'Connor	Jon		23-Sep-15	3:03:00
35114	Whitby	Whitby	Conservative Party of Canada	Parti conservateur du Canada	Perkins	Pat		26-Aug-15	12:33:00
35115	Willowdale	Willowdale	Independent	Indépendant	Ahluwalia	Birinder Singh		09-Aug-15	6:24:00
35115	Willowdale	Willowdale	Green Party of Canada	Le Parti Vert du Canada	Arruda	James		08-Sep-15	8:09:00
35115	Willowdale	Willowdale	Liberal Party of Canada	Parti libéral du Canada	Ehsassi	Ali		25-Aug-15	5:45:00
35115	Willowdale	Willowdale	Conservative Party of Canada	Parti conservateur du Canada	Leung	Chungsen		28-Aug-15	1:20:00
35115	Willowdale	Willowdale	New Democratic Party	Nouveau Parti démocratique	Tabasinejad	Pouyan		19-Aug-15	5:30:00
35116	Windsor--Tecumseh	Windsor--Tecumseh	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Chesnik	Laura		27-Aug-15	12:24:00
35116	Windsor--Tecumseh	Windsor--Tecumseh	Conservative Party of Canada	Parti conservateur du Canada	Gignac	Jo-Anne		28-Aug-15	11:55:00
35116	Windsor--Tecumseh	Windsor--Tecumseh	New Democratic Party	Nouveau Parti démocratique	Hardcastle	Cheryl		20-Aug-15	4:05:00
35116	Windsor--Tecumseh	Windsor--Tecumseh	Green Party of Canada	Le Parti Vert du Canada	Momotiuk	David		18-Sep-15	9:15:00
35116	Windsor--Tecumseh	Windsor--Tecumseh	Liberal Party of Canada	Parti libéral du Canada	Schiller	Frank		11-Sep-15	3:40:00
35117	Windsor West	Windsor-Ouest	Green Party of Canada	Le Parti Vert du Canada	LaRussa	Cora		25-Sep-15	3:40:00
35117	Windsor West	Windsor-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Lau	Henry		11-Sep-15	2:20:00
35117	Windsor West	Windsor-Ouest	New Democratic Party	Nouveau Parti démocratique	Masse	Brian		19-Aug-15	3:30:00
35117	Windsor West	Windsor-Ouest	Liberal Party of Canada	Parti libéral du Canada	Sundin	Dave		24-Sep-15	11:58:00
35117	Windsor West	Windsor-Ouest	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Villamizar	Margaret		27-Aug-15	2:30:00
35118	York Centre	York-Centre	Conservative Party of Canada	Parti conservateur du Canada	Adler	Mark		19-Aug-15	11:35:00
35118	York Centre	York-Centre	New Democratic Party	Nouveau Parti démocratique	Berman	Hal		04-Sep-15	12:30:00
35118	York Centre	York-Centre	Green Party of Canada	Le Parti Vert du Canada	Kritsonis	Constantine		16-Sep-15	4:10:00
35118	York Centre	York-Centre	Liberal Party of Canada	Parti libéral du Canada	Levitt	Michael		10-Sep-15	11:45:00
35119	York--Simcoe	York--Simcoe	New Democratic Party	Nouveau Parti démocratique	Gerl	Sylvia		08-Sep-15	3:25:00
35119	York--Simcoe	York--Simcoe	Liberal Party of Canada	Parti libéral du Canada	Tanaka	Shaun		04-Sep-15	3:14:00
35119	York--Simcoe	York--Simcoe	Conservative Party of Canada	Parti conservateur du Canada	Van Loan	Peter		20-Aug-15	3:02:00
35119	York--Simcoe	York--Simcoe	Green Party of Canada	Le Parti Vert du Canada	Viitala	Mark		28-Sep-15	2:57:00
35120	York South--Weston	York-Sud--Weston	Liberal Party of Canada	Parti libéral du Canada	Hussen	Ahmed		18-Aug-15	12:03:00
35120	York South--Weston	York-Sud--Weston	Green Party of Canada	Le Parti Vert du Canada	Johnson	John		18-Sep-15	9:15:00
35120	York South--Weston	York-Sud--Weston	Libertarian Party of Canada	Parti Libertarien du Canada	Lepone	Stephen		27-Sep-15	12:23:00
35120	York South--Weston	York-Sud--Weston	Conservative Party of Canada	Parti conservateur du Canada	Robinson	James		25-Aug-15	11:02:00
35120	York South--Weston	York-Sud--Weston	New Democratic Party	Nouveau Parti démocratique	Sullivan	Mike		18-Aug-15	11:30:00
35121	Humber River--Black Creek	Humber River--Black Creek	New Democratic Party	Nouveau Parti démocratique	Harris	Darnel		03-Sep-15	2:40:00
35121	Humber River--Black Creek	Humber River--Black Creek	Green Party of Canada	Le Parti Vert du Canada	Jarrett	Keith		27-Sep-15	2:30:00
35121	Humber River--Black Creek	Humber River--Black Creek	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Nugent	Christine		27-Aug-15	5:00:00
35121	Humber River--Black Creek	Humber River--Black Creek	Liberal Party of Canada	Parti libéral du Canada	Sgro	Judy		20-Aug-15	5:00:00
35121	Humber River--Black Creek	Humber River--Black Creek	Conservative Party of Canada	Parti conservateur du Canada	Vandenberg	Kerry		29-Aug-15	10:30:00
46001	Brandon--Souris	Brandon--Souris	Conservative Party of Canada	Parti conservateur du Canada	Maguire	Larry		14-Aug-15	10:00:00
46001	Brandon--Souris	Brandon--Souris	Green Party of Canada	Le Parti Vert du Canada	Neufeld	David		14-Aug-15	3:20:00
46001	Brandon--Souris	Brandon--Souris	New Democratic Party	Nouveau Parti démocratique	Wastasecoot	Melissa Joy		15-Sep-15	6:15:00
46001	Brandon--Souris	Brandon--Souris	Liberal Party of Canada	Parti libéral du Canada	Wyman	Jodi		09-Sep-15	3:20:00
46002	Charleswood--St. James--Assiniboia--Headingley	Charleswood--St. James--Assiniboia--Headingley	Liberal Party of Canada	Parti libéral du Canada	Eyolfson	Doug		04-Sep-15	3:30:00
46002	Charleswood--St. James--Assiniboia--Headingley	Charleswood--St. James--Assiniboia--Headingley	Conservative Party of Canada	Parti conservateur du Canada	Fletcher	Steven		14-Aug-15	9:51:00
46002	Charleswood--St. James--Assiniboia--Headingley	Charleswood--St. James--Assiniboia--Headingley	Green Party of Canada	Le Parti Vert du Canada	Nichols	Kevin		25-Aug-15	6:00:00
46002	Charleswood--St. James--Assiniboia--Headingley	Charleswood--St. James--Assiniboia--Headingley	New Democratic Party	Nouveau Parti démocratique	Paulley	Tom		28-Sep-15	12:38:00
46003	Churchill--Keewatinook Aski	Churchill--Keewatinook Aski	New Democratic Party	Nouveau Parti démocratique	Ashton	Niki		10-Aug-15	9:00:00
46003	Churchill--Keewatinook Aski	Churchill--Keewatinook Aski	Liberal Party of Canada	Parti libéral du Canada	Chartrand	Rebecca		03-Sep-15	4:34:00
46003	Churchill--Keewatinook Aski	Churchill--Keewatinook Aski	Green Party of Canada	Le Parti Vert du Canada	Hastmann	August		27-Sep-15	3:10:00
46003	Churchill--Keewatinook Aski	Churchill--Keewatinook Aski	Libertarian Party of Canada	Parti Libertarien du Canada	Linnick	Zachary		28-Sep-15	1:35:00
46003	Churchill--Keewatinook Aski	Churchill--Keewatinook Aski	Conservative Party of Canada	Parti conservateur du Canada	Mirecki	Kyle G.		25-Sep-15	11:27:00
46004	Dauphin--Swan River--Neepawa	Dauphin--Swan River--Neepawa	New Democratic Party	Nouveau Parti démocratique	Lewycky	Laverne M.		03-Sep-15	11:43:00
46004	Dauphin--Swan River--Neepawa	Dauphin--Swan River--Neepawa	Independent	Indépendant	Mark	Inky		08-Sep-15	2:25:00
46004	Dauphin--Swan River--Neepawa	Dauphin--Swan River--Neepawa	Liberal Party of Canada	Parti libéral du Canada	Piché	Ray		09-Sep-15	12:15:00
46004	Dauphin--Swan River--Neepawa	Dauphin--Swan River--Neepawa	Conservative Party of Canada	Parti conservateur du Canada	Sopuck	Robert		25-Aug-15	3:25:00
46004	Dauphin--Swan River--Neepawa	Dauphin--Swan River--Neepawa	Green Party of Canada	Le Parti Vert du Canada	Storey	Kate		27-Aug-15	3:50:00
46005	Elmwood--Transcona	Elmwood--Transcona	New Democratic Party	Nouveau Parti démocratique	Blaikie	Daniel		25-Aug-15	11:45:00
46005	Elmwood--Transcona	Elmwood--Transcona	Green Party of Canada	Le Parti Vert du Canada	Parke	Kim		16-Sep-15	2:30:00
46005	Elmwood--Transcona	Elmwood--Transcona	Liberal Party of Canada	Parti libéral du Canada	Richardson-Lipon	Andrea		09-Sep-15	5:45:00
46005	Elmwood--Transcona	Elmwood--Transcona	Conservative Party of Canada	Parti conservateur du Canada	Toet	Lawrence		28-Aug-15	10:50:00
46006	Kildonan--St. Paul	Kildonan--St. Paul	Conservative Party of Canada	Parti conservateur du Canada	Bell	Jim		25-Aug-15	1:00:00
46006	Kildonan--St. Paul	Kildonan--St. Paul	Independent	Indépendant	Hiebert	Eduard Walter		29-Sep-15	11:30:00
46006	Kildonan--St. Paul	Kildonan--St. Paul	New Democratic Party	Nouveau Parti démocratique	Hrynyk	Suzanne		03-Sep-15	3:00:00
46006	Kildonan--St. Paul	Kildonan--St. Paul	Liberal Party of Canada	Parti libéral du Canada	Mihychuk	MaryAnn		25-Aug-15	4:15:00
46006	Kildonan--St. Paul	Kildonan--St. Paul	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Reimer	David		27-Aug-15	3:00:00
46006	Kildonan--St. Paul	Kildonan--St. Paul	Green Party of Canada	Le Parti Vert du Canada	Stairs	Steven		09-Sep-15	3:20:00
46007	Portage--Lisgar	Portage--Lisgar	Conservative Party of Canada	Parti conservateur du Canada	Bergen	Candice		14-Aug-15	3:40:00
46007	Portage--Lisgar	Portage--Lisgar	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Dondo	Jerome		28-Aug-15	2:00:00
46007	Portage--Lisgar	Portage--Lisgar	Green Party of Canada	Le Parti Vert du Canada	Eert	Beverley		21-Aug-15	11:30:00
46007	Portage--Lisgar	Portage--Lisgar	New Democratic Party	Nouveau Parti démocratique	Harder	Dean		22-Sep-15	12:00:00
46007	Portage--Lisgar	Portage--Lisgar	Liberal Party of Canada	Parti libéral du Canada	Werbiski	Ken		11-Sep-15	12:23:00
46008	Provencher	Provencher	Conservative Party of Canada	Parti conservateur du Canada	Falk	Ted		04-Sep-15	1:26:00
46008	Provencher	Provencher	Liberal Party of Canada	Parti libéral du Canada	Hayward	Terry		19-Aug-15	12:04:00
46008	Provencher	Provencher	New Democratic Party	Nouveau Parti démocratique	Lilley	Les		04-Sep-15	2:37:00
